語言偵測: zh (機率: 1.00)
[4845.70s -> 4846.98s] 後來臨之
[4846.98s -> 4848.08s] 鄧天就叫他
[4848.08s -> 4848.62s] 這樣啦
[4848.62s -> 4849.40s] 叫他說
[4849.40s -> 4850.46s] 你慢慢拖
[4850.46s -> 4851.60s] 忍忍吞
[4851.60s -> 4853.54s] 吞半個小時都沒關係
[4853.54s -> 4855.04s] 他就這樣子慢慢拖
[4855.88s -> 4857.98s] 一包喝下去的時候
[4857.98s -> 4858.74s] 很順
[4859.26s -> 4860.38s] 也不會怎麼樣
[4860.38s -> 4863.00s] 他當時一天吃
[4863.00s -> 4865.92s] 可能十包還是八包的粉的
[4865.92s -> 4867.06s] 配合故意抗
[4867.74s -> 4869.12s] 還有那個半白素
[4869.74s -> 4870.52s] 高千
[4870.52s -> 4871.74s] 什麼都吃
[4872.30s -> 4873.62s] 吃四個月
[4874.38s -> 4876.62s] 他可以跟他老公
[4877.38s -> 4879.42s] 在市場賣衣服了
[4879.42s -> 4880.54s] 他很高興
[4880.54s -> 4882.88s] 現在他產品真的也沒斷
[4882.88s -> 4884.96s] 那天也叫我拿產品過機
[4884.96s -> 4887.12s] 只是他市場
[4887.12s -> 4888.72s] 對生意比較忙
[4888.72s -> 4890.46s] 因為我要推薦他
[4890.46s -> 4892.96s] 每天十二點到市場
[4892.96s -> 4894.76s] 跟他責意服
[4894.76s -> 4897.70s] 我責意服只一年多
[4897.70s -> 4899.90s] 這個人才進來
[4899.90s -> 4900.74s] 他就是
[4900.74s -> 4904.26s] 因為氣跟他老公要氣銀行
[4904.26s -> 4906.22s] 他提個我們雙的袋子
[4906.22s -> 4907.76s] 要氣銀行存款
[4907.76s -> 4910.32s] 因為他賣衣服都是現金
[4910.32s -> 4911.74s] 要氣存款的時候
[4912.44s -> 4914.94s] 剛好我那個留言服
[4914.94s -> 4915.74s] 再捏
[4917.02s -> 4918.06s] 這什麼
[4918.06s -> 4921.04s] 聯邦銀行做保權
[4921.04s -> 4922.86s] 他就問他
[4922.86s -> 4923.80s] 幾天幾天
[4923.80s -> 4925.06s] 雙路還在
[4925.06s -> 4927.56s] 他怎麼會問這句話
[4927.56s -> 4928.54s] 他說還在
[4928.54s -> 4928.74s] 怎樣
[4928.80s -> 4930.98s] 我爸爸說雙路倒掉
[4932.32s -> 4934.88s] 因為他爸爸以前有做過
[4934.88s -> 4936.58s] 他爸爸是一個捲一
[4936.58s -> 4937.62s] 做過
[4937.62s -> 4938.82s] 沒有做起來
[4938.82s -> 4940.82s] 他就騙他兒子
[4940.82s -> 4942.06s] 雙路倒掉
[4942.94s -> 4943.46s] 他說
[4944.72s -> 4946.20s] 因為當時我心情
[4946.20s -> 4947.52s] 六個家都有開機會
[4947.52s -> 4950.26s] 他就把留言服帶到我家
[4950.26s -> 4951.70s] 我跟他談的時候
[4951.70s -> 4952.90s] 談一談就替他加
[4952.90s -> 4954.24s] 跟他爸爸談
[4954.24s -> 4955.60s] 他爸爸當時看到
[4955.60s -> 4956.50s] 我跟鄧先生
[4956.50s -> 4957.24s] 很怕
[4957.24s -> 4958.84s] 因為老朋友
[4958.84s -> 4960.56s] 沒做起來
[4960.56s -> 4962.38s] 看到都會怕
[4962.38s -> 4964.32s] 就一直跑不敢回來
[4964.32s -> 4966.14s] 我就跟鄧先生講
[4966.14s -> 4967.42s] 這個家是他的
[4967.42s -> 4968.62s] 不回來
[4968.62s -> 4969.24s] 覺得會回來
[4969.90s -> 4971.62s] 我們在他家等
[4971.62s -> 4972.88s] 等等
[4972.88s -> 4975.74s] 等到差不多11點是
[4975.74s -> 4976.36s] 他回來
[4976.36s -> 4978.88s] 他與重心長的
[4978.88s -> 4980.24s] 再跟我們講一句話
[4980.90s -> 4981.68s] 雙客
[4981.68s -> 4983.52s] 你沒有做兩年
[4983.52s -> 4985.24s] 你不要說你在做雙客
[4985.54s -> 4987.54s] 雙客沒有做六年
[4988.34s -> 4991.40s] 你不知道雙客很難做
[4991.40s -> 4993.76s] 他就這樣子講沒有做
[4993.76s -> 4994.98s] 放棄的時候
[4994.98s -> 4995.90s] 我說好
[4995.90s -> 4997.04s] 這樣子就開始
[4997.04s -> 4998.58s] 會帶那個
[4998.58s -> 4999.80s] 留言服故
[4999.80s -> 5001.54s] 我就帶第二條線
[5002.26s -> 5003.48s] 當時
[5003.48s -> 5005.72s] 剛剛點先做見證的
[5005.72s -> 5006.74s] 我給你看一下
[5006.74s -> 5007.92s] 他老婆
[5007.92s -> 5009.76s] 當時的照片
[5009.76s -> 5010.80s] 真的很恐怖
[5010.80s -> 5012.70s] 他提供給我的
[5012.70s -> 5013.62s] 每個資訊
[5015.14s -> 5015.66s] 你看
[5016.28s -> 5018.64s] 這是剛出院的
[5018.64s -> 5021.06s] 這是在住院的時候
[5021.06s -> 5022.62s] 你看當時住院的時候
[5023.88s -> 5025.72s] 真的變一個人
[5025.72s -> 5026.72s] 現在變得
[5026.72s -> 5027.74s] 那叫我替在
[5027.74s -> 5029.78s] 他說變辣嗎
[5029.78s -> 5030.86s] 穿得好時矛
[5034.30s -> 5035.90s] 當時我真的
[5035.90s -> 5036.92s] 我那個
[5036.92s -> 5038.00s] 陳宇威
[5038.00s -> 5040.66s] 他爸爸叫我去福島的時候
[5041.70s -> 5043.58s] 他剛出院沒多久
[5043.58s -> 5044.44s] 吃零之
[5044.44s -> 5046.42s] 才是一個禮拜是半個月
[5046.42s -> 5047.72s] 我就下去根據
[5049.06s -> 5050.94s] 當時他回來的時候
[5050.94s -> 5052.32s] 頭腦空空的時候
[5052.32s -> 5054.04s] 他也唱歌
[5054.04s -> 5055.46s] 替他家
[5055.46s -> 5057.48s] 一開始不是做福島
[5057.48s -> 5059.58s] 別他唱歌
[5060.34s -> 5061.32s] 我不會唱
[5061.94s -> 5063.90s] 我就叫宇威跟他爸爸
[5063.90s -> 5065.40s] 他爸爸很愛唱
[5065.40s -> 5067.82s] 全部點給他爸爸唱
[5067.82s -> 5069.44s] 後來那簡身叫我叫
[5069.44s -> 5070.42s] 秋節要解決
[5070.42s -> 5072.02s] 你唱歌
[5072.62s -> 5074.64s] 我又說我不會唱
[5074.64s -> 5075.72s] 我又怎樣唱
[5075.72s -> 5077.80s] 我就隨便講一句話
[5077.80s -> 5079.62s] 我說我現在回去學
[5079.62s -> 5081.60s] 我下個禮拜來
[5081.60s -> 5083.04s] 舞在唱
[5083.04s -> 5085.04s] 還有這樣講過
[5085.04s -> 5085.68s] 我講說
[5085.68s -> 5086.90s] 下個禮拜怎麼辦
[5088.34s -> 5090.02s] 第二個禮拜記得的時候
[5090.02s -> 5091.46s] 他又叫舞唱
[5091.46s -> 5092.46s] 他就說
[5092.46s -> 5093.92s] 做雙路不能騙人
[5093.92s -> 5096.28s] 你上禮拜講的
[5097.02s -> 5098.22s] 這裡拜要唱
[5098.90s -> 5100.18s] 我就想說
[5100.18s -> 5103.22s] 我講雙和還可以
[5103.22s -> 5105.66s] 你叫我唱歌
[5105.66s -> 5107.42s] 真的要我的命
[5107.42s -> 5109.84s] 他就一直叫我唱
[5109.84s -> 5111.42s] 一百零一手
[5111.42s -> 5114.16s] 我唱一首客家歌
[5114.16s -> 5116.24s] 這邊有沒有客家人
[5116.24s -> 5117.18s] 叫你
[5118.56s -> 5119.84s] 來唱歌
[5119.84s -> 5121.52s] 亮公頭
[5122.22s -> 5124.40s] 兩公頭唱下去
[5124.40s -> 5126.18s] 他才翻過我很重要
[5126.84s -> 5128.00s] 他有
[5128.00s -> 5129.04s] 現在鄧先生氣
[5129.04s -> 5130.32s] 哪裡要叫我唱歌
[5130.32s -> 5132.30s] 你唱兩公頭
[5133.04s -> 5133.88s] 我說不要
[5134.98s -> 5137.40s] 他說真實我也也是
[5137.40s -> 5139.40s] 他每天每一次就要鄧鄧
[5139.40s -> 5140.96s] 就說開起來上去唱
[5140.96s -> 5142.00s] 開起來上去唱
[5142.00s -> 5142.68s] 我說神經病
[5142.68s -> 5145.44s] 你自己會上去唱
[5145.44s -> 5145.98s] 就這樣
[5145.98s -> 5147.74s] 你看做雙路真的
[5147.74s -> 5150.30s] 他那時講還真的很保守
[5150.30s -> 5151.38s] 就是第三次
[5151.38s -> 5152.18s] 我就跟他講
[5152.18s -> 5153.50s] 不能唱歌
[5153.50s -> 5154.88s] 不可以唱歌
[5154.88s -> 5156.04s] 就下去跟進
[5156.72s -> 5157.52s] 叫他
[5157.52s -> 5159.28s] 雖然要怎麼聽
[5159.28s -> 5161.52s] 我跟先生講
[5161.52s -> 5163.38s] 你老婆28年的紅班
[5163.38s -> 5163.96s] 進浪漪
[5164.60s -> 5166.22s] 我沒有辦法知道
[5166.22s -> 5168.22s] 那吃一定會反應的
[5168.22s -> 5169.38s] 他到現在還在反應
[5170.16s -> 5171.84s] 我要求他
[5171.84s -> 5172.96s] 東農場
[5172.96s -> 5174.48s] 你一定要看
[5174.48s -> 5176.86s] 就要求他去看公農場
[5176.86s -> 5178.44s] 公農場看回來
[5178.44s -> 5180.18s] 會場每一個
[5180.18s -> 5181.68s] 你一定要跟我到
[5181.68s -> 5184.74s] 你老婆要你自己做福檔
[5184.74s -> 5186.88s] 我上天只是帶一個
[5186.88s -> 5187.90s] 訓習給你
[5187.90s -> 5189.42s] 我沒有辦法
[5189.42s -> 5190.68s] 扶導得很好
[5190.68s -> 5192.32s] 因為28年
[5192.32s -> 5196.06s] 那吃下去一定會有反應的
[5196.06s -> 5198.82s] 你反應我們叫他加量還是怎麼樣
[5198.82s -> 5199.96s] 你在做
[5199.96s -> 5201.34s] 業績比較大
[5201.34s -> 5203.74s] 我當然知道你們叫我吃越多也好
[5204.46s -> 5205.90s] 給他自己了解
[5205.90s -> 5207.42s] 他不用你叫
[5207.42s -> 5209.02s] 他自己做醫生
[5209.02s -> 5211.68s] 他有時一天給他老婆吃10顆
[5211.68s -> 5212.50s] 二百
[5212.50s -> 5214.18s] 六顆玉片
[5214.18s -> 5216.24s] 六包特將
[5216.24s -> 5218.78s] 還有蛋白素
[5218.78s -> 5220.72s] 還有乳酸劇
[5220.72s -> 5221.88s] 花粉
[5221.88s -> 5223.16s] 圍體劍
[5223.16s -> 5224.38s] 故意抗
[5224.38s -> 5227.18s] 反正有的全部在用
[5228.16s -> 5228.90s] 後來我就
[5228.90s -> 5230.54s] 紅班智能餐
[5230.54s -> 5232.14s] 等一下我會給一張照片
[5232.14s -> 5233.04s] 你們看
[5233.04s -> 5234.28s] 他哪裡餐
[5234.28s -> 5237.42s] 就是前年會有胡碟班
[5237.42s -> 5239.06s] 黃班智能餐的人
[5239.06s -> 5240.54s] 他說會有胡碟班
[5240.54s -> 5242.18s] 他說什麼在貴的
[5242.44s -> 5244.16s] 專櫃買的保養品
[5244.16s -> 5245.70s] 就是沒有用
[5245.70s -> 5246.60s] 我們的衣服
[5246.60s -> 5249.08s] 他敢得要命
[5249.08s -> 5251.12s] 你看超到現在
[5251.12s -> 5253.44s] 我每天叫他辣麻
[5254.28s -> 5255.18s] 真的很漂亮
[5255.18s -> 5257.16s] 他說他以前的生才又這樣
[5257.16s -> 5258.86s] 我就像這樣受受的
[5258.86s -> 5259.58s] 又怎樣
[5259.58s -> 5260.90s] 我說對
[5260.90s -> 5262.56s] 點太坦虐很漂亮
[5262.56s -> 5264.88s] 因為當時自己跟進的時候
[5264.88s -> 5266.84s] 你真的很好命
[5266.84s -> 5269.24s] 他說他說燒好香
[5269.24s -> 5270.02s] 我說燒什麼
[5270.02s -> 5270.78s] 他說
[5270.78s -> 5272.24s] 講一些名南話
[5273.04s -> 5274.60s] 我聽不懂
[5274.60s -> 5275.42s] 什麼叫吼
[5275.42s -> 5275.84s] 吼
[5276.78s -> 5277.74s] 我就問鄧鑽
[5277.74s -> 5278.58s] 我說吼
[5278.58s -> 5278.60s] 我說吼
[5278.60s -> 5281.62s] 他說你這個也聽不懂
[5281.62s -> 5282.52s] 爺爺怎樣
[5282.52s -> 5284.08s] 我說你南話我聽不懂
[5284.08s -> 5287.52s] 他說最好的屋城鄉
[5287.52s -> 5289.72s] 真的這個老公
[5289.72s -> 5290.48s] 真的很好
[5290.48s -> 5292.66s] 我沒見太坦
[5292.66s -> 5294.40s] 還有點在鼓勵一下
[5295.20s -> 5295.84s] 真的
[5295.84s -> 5298.14s] 兩夫妻很愛
[5298.14s -> 5299.74s] 今天他老婆
[5299.74s -> 5301.96s] 才可以得到這樣的健康
[5301.96s -> 5303.62s] 我們雙偶不止
[5303.62s -> 5305.70s] 臨之花粉很好
[5305.70s -> 5308.74s] 後面的好還真的很多
[5310.28s -> 5312.44s] 這個就是我們開集會的時候
[5313.66s -> 5314.56s] 這個留言
[5315.58s -> 5317.56s] 我每常很關
[5317.56s -> 5320.04s] 他今天本來想要來做建政的
[5320.70s -> 5322.30s] 說臨時跟我講
[5322.30s -> 5323.28s] 秋九五沒哭
[5323.28s -> 5325.02s] 我真的好討厭
[5325.02s -> 5326.08s] 我說好
[5326.08s -> 5328.00s] 他說那以後我自己下去
[5328.00s -> 5328.90s] 我說我沒下去
[5328.90s -> 5330.12s] 你下去幹嘛
[5331.50s -> 5332.88s] 我就這樣跟大家講
[5332.88s -> 5334.20s] 我說我都沒下去你下去
[5334.20s -> 5335.66s] 今天我這樣來你不下來
[5335.66s -> 5337.24s] 他就說今天沒共
[5337.24s -> 5338.20s] 這個就是
[5338.20s -> 5341.10s] 成順期就是成以為他爸爸
[5341.10s -> 5343.30s] 還沒開會的時候
[5343.30s -> 5344.04s] 為什麼
[5344.04s -> 5347.30s] 減減身會十八年才接受
[5347.30s -> 5348.90s] 他是人家的財神野
[5350.38s -> 5352.26s] 都很有福氣
[5352.26s -> 5355.22s] 當時他還沒火體患乾的時候
[5355.22s -> 5356.58s] 受受乾乾
[5356.58s -> 5358.42s] 因為減太太是離法
[5358.42s -> 5359.68s] 是嗎
[5359.68s -> 5362.10s] 他這樣子一邊他老婆
[5362.10s -> 5363.24s] 一邊他女兒
[5363.24s -> 5363.70s] 他這樣子他
[5363.70s -> 5365.88s] 他穿著劍氣抵頭反
[5365.88s -> 5367.64s] 肚子又大大的
[5367.64s -> 5369.16s] 看到藥子不活
[5369.16s -> 5370.46s] 跟我介紹臨之
[5370.46s -> 5371.34s] 那可以吃
[5372.00s -> 5375.10s] 他就是這樣子不敢去接受他
[5375.10s -> 5378.68s] 後來他火比患乾的很好的時候
[5378.68s -> 5381.64s] 他才開始叫他拿資料
[5381.64s -> 5383.96s] 我說人家要替推見人
[5383.96s -> 5384.42s] 各位朋友
[5384.96s -> 5386.60s] 吃店看來
[5386.60s -> 5389.60s] 跟人家講人家才會一相信
[5389.60s -> 5391.28s] 你沒有健康
[5391.28s -> 5393.18s] 這樣他當時跟他講
[5393.18s -> 5396.26s] 為什麼他會十八年才接受
[5396.26s -> 5399.22s] 就是當時他還沒換乾的時候
[5399.22s -> 5402.18s] 真的人受受黑黑小小
[5402.18s -> 5405.40s] 他沒常那畢竟院都開閉為通知
[5405.40s -> 5406.58s] 你知道嗎
[5406.58s -> 5408.78s] 他這個命真的是減回來的
[5408.78s -> 5409.88s] 他現在他自己
[5409.88s -> 5412.02s] 他現在不用吃那個
[5412.02s -> 5413.48s] 看排施的藥
[5413.48s -> 5415.66s] 他說他要回整的
[5415.66s -> 5417.14s] 天三四天
[5417.14s -> 5419.18s] 他才吃看排施藥
[5419.18s -> 5421.64s] 他現在都沒有吃看排施
[5421.64s -> 5424.28s] 身體不是我們的氣觀
[5424.28s -> 5426.06s] 接著要吃看排施
[5426.06s -> 5427.98s] 他吃臨之過後
[5427.98s -> 5430.50s] 他真的不用吃看排施的藥
[5430.50s -> 5433.36s] 他在臨之吃得非常的好
[5433.36s -> 5434.58s] 他才會說
[5434.58s -> 5436.40s] 減真心點帶來看到的時候
[5436.40s -> 5436.86s] 他說
[5437.68s -> 5439.22s] 他越來越健康
[5439.22s -> 5443.00s] 後來他就接受了
[5443.00s -> 5445.26s] 我們不只臨之花粉糖
[5445.26s -> 5447.26s] 這個是我另外一條線
[5447.82s -> 5449.02s] 紅區鞋
[5449.02s -> 5450.52s] 你們可能認識吧
[5450.52s -> 5451.68s] 紅區鞋
[5451.68s -> 5454.26s] 他的一婆他是逼恩癢
[5455.26s -> 5455.42s] 逼恩癢
[5455.42s -> 5456.90s] 他對話聊
[5456.90s -> 5458.68s] 做電療的時候
[5458.68s -> 5460.26s] 細胞傷到頭髮
[5460.92s -> 5462.26s] 都是白白的
[5462.78s -> 5464.48s] 當時我去他家的時候
[5464.48s -> 5465.38s] 他就說
[5465.38s -> 5467.40s] 你們雙和食物都那麼好
[5467.40s -> 5469.66s] 有沒有喜歡頭髮黑的
[5469.66s -> 5471.42s] 我說還沒用你
[5471.42s -> 5472.16s] 我不知道
[5472.16s -> 5473.42s] 我就是說
[5473.42s -> 5476.64s] 這一篇2006的保健洗髮機
[5476.64s -> 5478.88s] 我說洗筆叫不會吊頭髮
[5478.88s -> 5479.98s] 還有頭皮血
[5479.98s -> 5483.38s] 我就拿這2006的給他洗
[5483.38s -> 5484.64s] 洗洗的時候
[5484.64s -> 5486.78s] 頭髮說黑起來
[5486.78s -> 5488.56s] 以後一次
[5488.56s -> 5491.02s] 我帶鄧鑽替他家子的鄧鑽
[5491.56s -> 5492.08s] 說
[5492.08s -> 5494.52s] 你看其前他一婆的頭髮
[5494.52s -> 5495.66s] 怎麼變黑
[5495.66s -> 5496.28s] 我才講
[5496.28s -> 5496.70s] 對
[5496.70s -> 5498.26s] 怎麼會變黑
[5498.26s -> 5499.16s] 怎麼會這樣子
[5499.16s -> 5501.18s] 當時我才知道
[5501.18s -> 5503.96s] 不要一直分享臨之花粉
[5503.96s -> 5506.42s] 我們雙和殘品你去懂
[5506.42s -> 5508.98s] 每一個都是主力殘品
[5508.98s -> 5510.10s] 每一個都很好
[5510.10s -> 5511.84s] 你看他這樣子洗到
[5511.84s -> 5513.14s] 現在我們的保健
[5513.14s -> 5514.20s] 很好用
[5514.20s -> 5516.18s] 大家都在用
[5517.14s -> 5519.18s] 還有這個就是牙膏
[5519.96s -> 5521.64s] 這個泡整
[5521.64s -> 5524.02s] 那紅旗錢他姐姐做的
[5524.02s -> 5525.48s] 因為他那個泡整
[5525.48s -> 5527.28s] 他知道我們牙膏很好
[5527.28s -> 5529.48s] 他就拿給他查看他這樣子
[5529.48s -> 5530.32s] 就差
[5530.32s -> 5532.46s] 這你看這還綠綠的
[5532.46s -> 5534.32s] 他也差兩個小時而已
[5535.22s -> 5536.50s] 你看這個就是
[5536.50s -> 5540.32s] 我們不是說臨之花粉很頭
[5540.32s -> 5543.02s] 其他牙膏審某都很頭了
[5543.02s -> 5544.70s] 咖啡也很頭喝了
[5544.70s -> 5546.30s] 就是說看你們
[5546.30s -> 5548.04s] 怎麼氣漸
[5548.04s -> 5549.24s] 怎麼氣漸
[5549.24s -> 5550.18s] 就是這樣子
[5550.18s -> 5552.40s] 我要帶出紅旗錢這條
[5552.40s -> 5553.24s] 你看
[5553.24s -> 5556.32s] 當時我們去看工廠的時候
[5557.08s -> 5559.10s] 這個流老闆
[5559.10s -> 5561.26s] 那臨老闆
[5561.26s -> 5562.66s] 他非常有錢
[5563.46s -> 5565.74s] 他用牙膏用到很好
[5565.74s -> 5568.28s] 他不知道我們的臨之豪
[5568.28s -> 5570.02s] 後來有一次
[5570.02s -> 5570.88s] 那個週月有了
[5570.88s -> 5572.70s] 帶我去跟進的時候
[5572.70s -> 5574.58s] 他也是心臟
[5575.10s -> 5576.60s] 心臟的問題
[5576.60s -> 5578.46s] 他說他睡覺
[5579.10s -> 5581.28s] 很怕一睡不起來
[5581.28s -> 5583.34s] 他說他每場睡覺都好像
[5583.34s -> 5585.40s] 半夢半醒半夢半醒
[5585.40s -> 5587.24s] 我說為什麼要半夢半醒
[5587.24s -> 5588.68s] 他說我怕熟睡覺
[5588.68s -> 5590.34s] 第二天起不來
[5590.34s -> 5592.02s] 他說在睡的時候
[5592.02s -> 5593.00s] 那個心臟
[5593.00s -> 5595.80s] 那個被臨那個
[5595.80s -> 5597.76s] 床口會這樣的跳起來
[5597.76s -> 5598.60s] 我說真的
[5598.60s -> 5599.86s] 有那麼可怕
[5599.86s -> 5601.08s] 他說真的
[5601.08s -> 5603.74s] 後來我們就叫他吃臨之
[5603.74s -> 5606.56s] 他臨之吃得非常好
[5606.56s -> 5608.52s] 這個是他老婆
[5608.52s -> 5609.60s] 這個是他臨
[5609.60s -> 5611.58s] 全家吃
[5611.58s -> 5612.90s] 吃到他現在
[5612.90s -> 5614.96s] 那去年年底
[5614.96s -> 5616.90s] 他跟我講說
[5617.98s -> 5619.40s] 吃小姐
[5619.90s -> 5621.94s] 他說我都頭整毛
[5621.94s -> 5623.18s] 還這麼醫恩
[5623.18s -> 5624.78s] 怎麼會這樣子
[5624.78s -> 5626.50s] 都好像一直在
[5626.50s -> 5628.16s] 一直在轉
[5628.16s -> 5629.16s] 我說那反應
[5629.16s -> 5631.34s] 他說為什麼反應那麼久
[5631.34s -> 5633.06s] 我就跟他講
[5633.06s -> 5634.38s] 感不敢通
[5634.38s -> 5636.14s] 他說怎麼從
[5636.14s -> 5636.90s] 配二代
[5637.66s -> 5640.18s] 我叫他一包特集
[5640.18s -> 5641.84s] 一顆二代
[5642.60s -> 5644.24s] 吃四餐
[5644.24s -> 5645.82s] 一天吃四次
[5645.82s -> 5647.60s] 他就這樣子
[5647.60s -> 5649.54s] 因為他也有錢
[5649.54s -> 5650.48s] 你跟他這樣講
[5650.48s -> 5651.62s] 他一定接受
[5651.62s -> 5653.36s] 我說有很多人這樣子
[5653.36s -> 5654.52s] 我叫他吃
[5654.52s -> 5655.94s] 他都吃到很好
[5655.94s -> 5657.00s] 他說好
[5657.00s -> 5658.86s] 你給我拿十合二代來
[5658.86s -> 5660.06s] 那他後
[5660.06s -> 5661.00s] 他的一講
[5661.00s -> 5661.78s] 他就拿
[5661.78s -> 5663.24s] 就這樣子
[5663.24s -> 5665.04s] 從年底吃
[5665.04s -> 5666.84s] 吃到過年過完
[5666.84s -> 5668.48s] 我去福島的時候
[5668.48s -> 5669.92s] 他說臨之
[5669.92s -> 5672.42s] 真的要跟我們雙恨的臨之
[5672.42s -> 5673.92s] 愛一個讚
[5676.62s -> 5678.72s] 他說我們的臨之
[5678.72s -> 5680.30s] 真的有過好
[5680.30s -> 5681.60s] 他本來這樣子
[5681.60s -> 5683.22s] 因為牛圓圓圓圓
[5683.22s -> 5684.26s] 好像前面很多
[5684.26s -> 5685.72s] 我說這樣
[5685.72s -> 5687.72s] 精心心這樣子是嗎
[5687.72s -> 5688.88s] 他說對
[5688.88s -> 5691.10s] 就是這樣子叫他吃
[5691.10s -> 5691.92s] 你看年底
[5692.46s -> 5693.76s] 他不都
[5693.76s -> 5695.92s] 十二夜中全在吃
[5696.48s -> 5697.92s] 吃到年過完
[5698.21s -> 5700.99s] 他不都二月分十
[5700.99s -> 5702.53s] 所以我叫我說
[5702.53s -> 5703.73s] 跟我來去福島
[5703.73s -> 5705.39s] 我說你自己不會欺
[5705.39s -> 5707.31s] 他說他聽你的
[5707.31s -> 5709.03s] 不聽我的
[5709.03s -> 5711.31s] 就這樣子我們去跟他福島
[5711.31s -> 5713.07s] 那個紅極前這條線
[5713.07s -> 5714.21s] 他只真的
[5714.99s -> 5716.49s] 做到下下教
[5716.49s -> 5718.89s] 我說他兩母子
[5718.89s -> 5719.91s] 真的
[5719.91s -> 5722.21s] 他媽媽
[5722.73s -> 5724.59s] 他媽媽下個月
[5724.59s -> 5726.17s] 也可以跟著我們氣
[5726.17s -> 5727.29s] 日本
[5727.29s -> 5728.19s] 我就覺得
[5730.25s -> 5732.61s] 兒子同益日本
[5732.61s -> 5734.39s] 真的是很好
[5734.39s -> 5736.49s] 我就覺得在雙恨
[5736.49s -> 5738.47s] 你要去哪裡找
[5738.47s -> 5739.97s] 找到這樣的事業
[5739.97s -> 5741.87s] 只是把好的產品
[5741.87s -> 5744.09s] 一直去分享給人家
[5744.09s -> 5745.53s] 還有我就一個主持
[5745.53s -> 5746.77s] 一個主持去做
[5746.77s -> 5747.61s] 去經營
[5747.61s -> 5749.53s] 把人帶好
[5749.53s -> 5750.31s] 這樣子我覺得
[5750.31s -> 5752.03s] 上傳時
[5752.03s -> 5753.89s] 雖然我一個復到人家
[5753.89s -> 5755.03s] 以前我講
[5755.03s -> 5755.87s] 我做到
[5755.87s -> 5757.47s] 不做到爬
[5757.47s -> 5759.47s] 不過還是值得的
[5759.47s -> 5761.33s] 前面的辛苦
[5761.87s -> 5764.55s] 你想到時候的眼前
[5764.55s -> 5768.09s] 你就暗爽在心裡了
[5768.09s -> 5768.81s] 就真的
[5768.81s -> 5770.07s] 雙恨就是這樣子
[5770.87s -> 5772.17s] 你前面的付出
[5772.17s -> 5773.55s] 後面的回收
[5773.55s -> 5775.69s] 真的是很好了
[5777.33s -> 5779.01s] 每個創作都有
[5779.01s -> 5779.93s] 他的意義
[5779.93s -> 5782.33s] 在雙恨不起球一防風扇
[5782.33s -> 5783.77s] 壞事如意
[5783.77s -> 5785.57s] 但我起球每個問題
[5785.57s -> 5787.85s] 有繼續面對問題的
[5787.85s -> 5789.25s] 勇氣與意力
[5789.25s -> 5790.43s] 撐下去
[5790.43s -> 5792.51s] 你碰到挫折的時候
[5792.51s -> 5795.19s] 我一些夥伴都問我
[5795.19s -> 5795.77s] 秋節
[5796.39s -> 5798.77s] 你一個復到那麼頻繁的人
[5799.33s -> 5801.69s] 你難道沒有碰到挫折嗎
[5801.69s -> 5802.57s] 我說有
[5802.57s -> 5804.91s] 再雙恨你說沒有挫折的
[5804.91s -> 5805.77s] 全部是騙人
[5806.39s -> 5807.85s] 他說我看你們暫時
[5807.85s -> 5808.87s] 上氣分享
[5808.87s -> 5811.49s] 都好像很好做很簡單
[5812.49s -> 5816.93s] 我說暫時不好的自己吞啊
[5816.93s -> 5818.95s] 好的交你們啊
[5818.95s -> 5822.31s] 我說這個創作者每個人多有
[5822.31s -> 5823.99s] 你現在走的路
[5823.99s -> 5826.63s] 就是以前秋節走的路
[5826.63s -> 5829.77s] 現在秋節把以前不好的路
[5829.77s -> 5831.83s] 交你就不要走
[5831.83s -> 5834.97s] 你就把好的路走下去
[5834.97s -> 5836.29s] 這樣子就好了
[5836.29s -> 5838.87s] 作者你要去面對
[5838.87s -> 5840.25s] 你要替稱
[5840.25s -> 5843.75s] 每個創作叫你把它當作是
[5843.75s -> 5844.81s] 我們的動力
[5844.81s -> 5846.43s] 我們的意力
[5846.43s -> 5848.57s] 這樣子就好了
[5848.57s -> 5850.25s] 前老師每場交我們
[5851.31s -> 5853.49s] 有創作者才會成功了
[5853.49s -> 5855.25s] 沒有創作者人真的是
[5856.09s -> 5858.01s] 就是看戲而已
[5858.01s -> 5860.35s] 你真正有在做的人
[5860.35s -> 5861.69s] 一定會有
[5864.17s -> 5866.61s] 我們左手掌握機會
[5866.61s -> 5868.77s] 右手掌握命運
[5869.77s -> 5872.59s] 我們掌握機會掌握到的時候
[5872.59s -> 5875.39s] 命運我們自己要去掌握
[5875.39s -> 5877.63s] 我就是抓到了機會
[5877.63s -> 5879.79s] 鄧先生以前都叫我說
[5879.79s -> 5881.41s] 你做到一等就好
[5881.41s -> 5882.51s] 我們的一等
[5882.51s -> 5884.95s] 也可以出國一年
[5884.95s -> 5886.97s] 一個月臨到幾萬塊
[5886.97s -> 5888.77s] 他就對得起我了
[5889.51s -> 5890.07s] 好
[5890.07s -> 5891.01s] 我聽到這樣
[5891.01s -> 5892.13s] 你瞧不起我
[5892.13s -> 5892.77s] 好
[5893.41s -> 5894.95s] 你瞧不起我
[5894.95s -> 5896.63s] 我就做給你看
[5896.63s -> 5899.23s] 我真的用心
[5899.23s -> 5900.19s] 我很會做
